Region,Depth,Oil_Production_Rate,Extraction_Method,Water_Cut,Flaring_Emissions_MtCO2,Venting_Emissions_MtCO2,Methane_Emissions_MtCO2e
south america,3931.43,4735877.78,water flooding,86.08,0.17,3.8,2.49
north america,4632.21,1149393.26,water flooding,22.24,7.54,1.41,6.42
middle east,824.42,3032.19,fracking,61.39,0.46,1.94,2.84
north america,2624.9,2723703.41,steam injection,51.92,1.04,0.21,9.22
asia,3642.11,673254.34,fracking,53.08,7.39,2.3,7.82
middle east,4409.44,882.72,natural lift,63.33,1.86,3.79,4.12
europe,1866.44,2898296.9,water flooding,50.16,4.58,0.93,1.97
north america,1005.42,4188.1,fracking,69.8,9.07,3.66,7.17
middle east,4649.97,3245.11,water flooding,6.81,1.12,2.83,7.47
south america,2771.68,2391500.61,water flooding,18.53,8.52,2.07,6.71
north america,1421.17,4445.04,natural lift,86.11,2.02,2.27,5.35
africa,4095.21,2449772.54,natural lift,76.14,7.39,0.78,5.24
africa,1912.26,2397292.16,steam injection,96.97,2.86,1.25,4.13
asia,928.03,3595.68,water flooding,92.05,0.27,3.0,8.01
middle east,3596.91,4209.65,water flooding,18.42,4.54,0.98,2.01
africa,4622.84,214794.98,water flooding,56.21,0.14,1.57,1.49
north america,1745.22,468.91,natural lift,33.45,4.98,2.58,2.21
asia,4380.88,375.94,fracking,85.83,8.2,2.84,6.8
south america,1822.55,4859077.88,fracking,40.3,5.17,3.73,6.81
south america,4881.17,3168.68,fracking,37.14,7.91,4.73,4.13
africa,4867.43,4393459.36,fracking,86.36,9.59,0.53,0.91
south america,1384.23,2682274.44,fracking,69.28,0.17,4.14,1.96
asia,4130.84,3874.92,natural lift,33.73,1.86,2.72,7.23
north america,1839.09,1831.88,natural lift,20.55,6.96,0.81,8.29
north america,714.56,1693366.96,natural lift,11.15,4.31,4.21,4.38
africa,2302.83,1093168.14,natural lift,28.28,3.13,0.81,4.03
south america,3573.68,1926.5,steam injection,4.41,6.87,3.11,7.05
south america,2471.98,1496516.77,water flooding,83.76,0.12,1.4,7.49
middle east,757.76,4864613.05,fracking,13.56,0.59,0.9,8.46
asia,1875.91,869825.11,water flooding,82.84,3.37,0.96,6.7
africa,3709.58,490.41,natural lift,53.05,8.85,3.27,7.74
south america,4841.41,2185859.94,water flooding,79.34,1.62,0.68,5.93
north america,4972.42,750.4,steam injection,28.47,0.78,2.7,4.95
north america,631.48,1052788.42,fracking,55.71,1.95,2.56,2.37
europe,976.57,4086.62,natural lift,29.35,7.88,4.91,0.71
europe,1217.57,3899202.39,steam injection,34.4,3.78,3.55,6.11
asia,1588.46,2319.16,fracking,40.65,8.96,4.64,5.64
middle east,722.33,3821743.27,natural lift,49.56,5.23,0.64,7.42
north america,1999.24,2811.76,fracking,33.62,2.77,0.92,7.68
europe,1997.72,4861.95,water flooding,13.5,8.39,4.43,3.68
middle east,863.41,2683.13,steam injection,15.13,9.83,2.17,0.15
middle east,4811.52,3188304.87,water flooding,27.52,5.3,0.5,4.88
asia,4903.61,2579.72,steam injection,29.23,2.89,0.9,1.73
middle east,1933.68,1364.59,natural lift,97.45,7.61,2.1,3.31
europe,3286.95,1495.37,water flooding,83.14,2.5,0.65,1.76
europe,1926.24,1489.18,fracking,47.12,6.2,1.64,4.39
middle east,1397.06,3138.4,fracking,16.7,1.42,3.68,5.02
north america,1911.17,4881130.49,natural lift,98.24,0.09,3.56,1.49
middle east,1228.91,2857538.23,fracking,62.21,3.95,4.25,4.24
middle east,3130.36,1611022.85,fracking,7.4,7.09,1.55,2.86
asia,2876.6,4794000.6,fracking,90.24,8.3,2.45,9.03
asia,922.36,4262.23,water flooding,54.75,0.75,4.35,0.33
africa,3683.67,4864328.37,fracking,20.85,9.5,3.91,2.19
middle east,1185.21,932.83,fracking,91.78,2.06,0.94,4.1
middle east,3653.17,3677554.91,natural lift,90.73,3.81,2.49,4.14
africa,2921.79,2689.1,steam injection,99.56,9.39,4.98,8.66
north america,646.98,1839196.89,fracking,14.19,3.28,0.34,6.27
africa,2852.1,3176.48,water flooding,20.78,4.66,4.56,7.49
north america,1027.47,573.53,natural lift,65.0,0.67,2.23,0.11
south america,3235.6,4939.55,fracking,62.98,6.08,3.2,9.6
europe,933.43,1905.83,natural lift,41.25,9.45,4.33,2.67
asia,1760.57,4090.62,natural lift,53.71,8.22,2.91,6.96
north america,3592.79,2453251.79,natural lift,16.5,6.44,1.25,0.59
middle east,3747.78,2485582.32,steam injection,93.98,0.99,4.97,1.92
middle east,1455.91,872039.66,natural lift,25.37,0.67,2.6,6.74
africa,3849.35,2650472.09,water flooding,11.95,2.12,3.1,2.61
north america,2295.35,698153.43,water flooding,60.56,3.94,3.79,6.56
africa,4103.14,404.48,water flooding,58.52,2.52,0.12,2.36
south america,2527.78,4523.02,natural lift,15.86,3.23,2.88,7.16
middle east,3828.4,1112.45,steam injection,73.49,5.13,2.46,0.82
asia,748.79,1915431.86,natural lift,15.9,3.47,1.17,1.63
south america,1437.58,3219.45,natural lift,49.99,6.95,1.81,6.64
europe,4060.47,541.97,water flooding,84.17,7.76,4.33,0.37
africa,3137.95,2423212.14,fracking,63.8,8.27,0.85,3.91
europe,2697.43,3246204.16,steam injection,52.02,4.26,0.67,4.19
asia,3257.5,1316926.66,natural lift,25.21,7.94,1.27,7.28
north america,1992.04,4090448.14,water flooding,42.32,6.49,4.88,4.8
africa,1937.22,3345.02,steam injection,55.41,0.38,0.9,8.7
north america,4474.44,4873.02,water flooding,54.99,4.65,1.63,1.66
north america,2113.24,3879967.44,water flooding,51.4,1.45,4.5,5.37
north america,4608.1,2486.06,steam injection,41.35,2.69,2.92,5.82
europe,3806.51,3614888.93,natural lift,1.97,4.29,2.62,4.54
south america,2389.21,1303.64,fracking,7.49,3.15,3.76,4.76
middle east,4425.35,1600936.95,fracking,90.56,3.35,1.7,1.61
middle east,3395.37,106070.51,steam injection,35.32,1.1,0.83,6.57
middle east,1219.67,761.24,fracking,14.88,2.74,4.96,2.42
asia,4045.81,2715.16,fracking,32.69,2.69,4.42,6.41
middle east,3669.96,1764.42,steam injection,16.52,2.56,4.66,3.75
north america,3942.34,2196577.79,natural lift,70.58,8.78,3.0,3.95
north america,4595.5,1898.0,water flooding,84.09,0.93,1.58,1.43
middle east,3310.42,4837.04,natural lift,19.86,3.04,0.4,7.33
middle east,4432.99,731.08,steam injection,79.31,4.71,1.02,9.99
middle east,4450.14,4803.95,natural lift,49.8,9.53,0.74,7.7
africa,935.66,4768.61,natural lift,77.24,0.29,0.37,6.04
africa,3688.18,2629.8,steam injection,40.72,6.13,3.68,5.66
south america,4477.28,3125839.32,fracking,9.47,1.35,0.36,2.63
asia,4437.99,3962699.61,natural lift,85.56,2.28,3.02,7.9
north america,503.17,3802183.07,water flooding,62.29,6.56,2.36,3.87
north america,2410.99,4469255.5,fracking,16.35,2.59,4.56,8.2
north america,4676.47,4303102.41,natural lift,4.45,1.63,4.25,8.57
asia,1521.98,4863758.05,steam injection,69.55,5.23,4.22,3.6
europe,2630.34,3829256.92,natural lift,24.89,6.0,1.66,1.54
middle east,4966.02,3681069.45,steam injection,40.63,0.28,3.68,2.92
asia,1272.42,1430353.43,fracking,50.67,0.71,2.49,4.26
south america,2172.8,999763.49,natural lift,7.94,1.23,4.57,0.26
asia,2129.25,901.77,fracking,87.69,7.37,0.59,6.12
europe,3335.44,2239.61,natural lift,47.94,0.13,4.85,8.9
europe,1088.44,1552182.76,steam injection,4.53,7.1,2.34,7.92
middle east,3292.59,3593.76,fracking,86.57,3.37,2.16,8.18
europe,3380.84,4713.99,fracking,58.73,9.06,4.7,8.68
south america,2343.51,74.85,steam injection,37.39,4.51,4.39,2.16
europe,573.87,98.39,fracking,2.76,4.51,1.43,3.02
middle east,885.86,869761.96,water flooding,35.03,5.61,4.43,1.06
north america,2552.54,3843196.38,water flooding,2.13,2.31,2.37,3.77
middle east,1816.03,4376.25,steam injection,60.43,6.12,0.44,6.93
europe,2831.12,4355432.78,steam injection,61.63,9.47,0.76,8.34
africa,2440.67,2284.94,fracking,86.26,4.75,4.13,3.61
middle east,3922.05,4103.08,water flooding,9.7,5.4,1.09,7.87
middle east,3870.39,1876.72,fracking,26.26,9.52,1.52,4.28
middle east,2253.12,1803490.26,water flooding,35.59,1.5,4.2,7.96
europe,1101.32,1364.98,natural lift,13.88,5.43,4.64,8.94
asia,2858.85,3585125.39,steam injection,27.13,4.54,3.77,6.05
north america,4504.33,760832.98,natural lift,89.31,5.38,3.06,2.74
europe,3347.6,3962.25,natural lift,74.33,9.07,0.36,6.51
asia,3812.23,782481.92,natural lift,81.22,3.12,3.17,0.49
south america,2255.62,1941.66,water flooding,61.39,8.28,4.24,4.83
africa,1236.58,4872933.01,natural lift,48.43,8.51,4.41,9.35
north america,2585.42,4554.06,natural lift,60.65,8.22,3.39,7.6
middle east,2387.44,2115960.45,steam injection,15.51,6.11,2.24,1.6
asia,2350.48,2861.49,natural lift,84.24,8.2,1.42,3.42
europe,1308.03,2078143.26,water flooding,64.16,4.7,1.3,6.5
middle east,4711.96,3183146.39,steam injection,93.47,5.76,1.23,3.58
asia,4528.57,2524.95,fracking,72.95,5.71,4.51,0.71
south america,4842.28,2459165.56,fracking,27.84,6.57,0.99,9.64
middle east,607.97,3538.39,water flooding,31.28,3.75,0.54,9.79
africa,4015.64,1977.5,water flooding,63.0,8.34,4.5,0.83
south america,3664.46,1947712.3,water flooding,45.91,5.96,1.46,0.2
middle east,1166.36,903764.49,steam injection,25.58,8.07,3.08,3.28
asia,4903.8,4199911.8,steam injection,7.08,2.49,3.86,0.87
north america,2401.23,2514215.56,fracking,41.58,5.25,2.69,1.97
africa,4060.78,883056.27,natural lift,88.74,6.27,4.17,4.11
north america,3224.24,1400404.86,steam injection,69.81,9.57,2.73,3.66
africa,1713.24,954891.7,fracking,22.41,2.29,4.99,0.93
europe,2241.87,4914.86,natural lift,25.85,4.01,2.45,9.61
south america,3256.25,4200.15,water flooding,82.49,9.18,0.13,1.59
middle east,1936.71,2999875.38,steam injection,38.82,2.19,2.49,6.38
south america,1029.83,2038.96,fracking,63.13,3.08,1.27,0.95
europe,4731.65,520730.95,steam injection,68.97,6.1,2.02,2.99
middle east,4715.37,2630279.26,steam injection,55.62,8.3,4.83,0.1
south america,3723.46,2960699.01,natural lift,86.7,7.35,2.56,7.81
europe,1621.43,207685.05,fracking,26.92,0.79,4.33,4.07
south america,4529.75,1004232.8,natural lift,65.75,2.04,4.91,9.67
europe,4618.82,4593346.9,steam injection,28.09,4.49,3.82,8.58
south america,2431.16,4569955.5,steam injection,54.88,2.65,1.09,6.01
africa,1508.47,3057.08,natural lift,50.74,4.5,4.64,6.49
asia,2879.47,4080.79,water flooding,43.06,7.93,4.4,1.17
south america,4526.32,1506.5,water flooding,37.1,4.92,4.93,0.92
europe,1053.37,3072.21,water flooding,5.85,5.99,4.74,9.47
asia,1050.14,1792.87,steam injection,63.7,7.2,1.23,0.2
south america,3134.7,3718235.56,water flooding,95.26,4.84,2.03,6.25
middle east,1266.51,615091.2,natural lift,13.29,2.63,2.49,0.85
south america,2405.13,3381.25,natural lift,53.59,3.77,1.94,4.8
south america,3278.62,3420.27,fracking,28.03,6.6,3.58,9.53
south america,2770.95,1249547.27,fracking,12.78,9.35,1.77,8.33
asia,637.75,3983228.52,natural lift,33.66,2.43,2.39,4.2
africa,2964.63,1934197.52,natural lift,91.77,2.36,1.36,6.54
asia,2662.47,3803885.59,natural lift,29.52,9.58,4.51,0.52
asia,4189.11,4750.33,natural lift,39.03,8.07,3.58,5.36
south america,4070.05,511.08,natural lift,37.37,8.69,4.49,8.15
europe,3319.23,1713.56,steam injection,71.73,4.0,3.17,0.66
south america,1583.57,1274.78,natural lift,35.85,5.43,1.33,1.78
middle east,2608.25,4233548.14,steam injection,83.34,4.05,2.87,7.37
asia,3678.91,2402950.29,fracking,68.56,0.41,4.19,1.79
africa,1822.33,265067.68,water flooding,9.24,2.64,3.43,1.54
middle east,1476.45,4669366.83,water flooding,67.28,5.58,1.22,6.53
africa,1130.81,3261712.08,natural lift,40.9,1.25,4.21,6.26
north america,4563.42,577454.56,steam injection,28.72,5.98,3.5,6.16
africa,568.07,1578608.22,water flooding,38.37,6.17,0.95,2.21
asia,772.99,4339.88,fracking,64.02,3.17,0.38,6.23
south america,728.16,3110.64,natural lift,3.63,8.07,4.94,2.11
south america,4053.91,1876440.89,water flooding,7.3,0.87,1.12,4.1
middle east,4528.57,202.43,water flooding,64.21,6.7,2.03,3.84
asia,2374.37,469166.91,water flooding,52.03,5.71,2.14,3.96
asia,4008.67,4305180.8,natural lift,34.0,2.55,4.58,4.16
middle east,1912.09,4645.46,fracking,89.27,0.45,0.88,6.72
north america,2678.19,3570687.01,fracking,42.68,3.0,2.48,2.71
north america,2730.86,3450.45,water flooding,75.88,4.74,3.41,3.33
middle east,3947.74,420.36,fracking,28.03,0.08,3.72,9.53
north america,1771.83,818321.69,natural lift,47.9,7.21,4.97,2.36
africa,3771.5,2777.32,fracking,68.33,2.83,4.47,0.28
europe,2624.23,4795.91,steam injection,53.73,2.92,3.57,4.24
asia,3830.62,2405.63,fracking,80.48,8.99,4.75,1.1
europe,3788.98,4584870.18,water flooding,63.98,2.0,0.65,4.94
south america,777.31,3642.82,steam injection,85.63,2.81,2.44,2.11
south america,2262.86,1819.05,water flooding,64.29,1.81,3.94,8.58
africa,673.72,3339.13,water flooding,76.47,4.0,2.8,5.98
south america,928.99,593.54,steam injection,35.34,4.37,1.15,8.11
middle east,4498.88,4284.7,water flooding,80.81,5.92,1.32,7.17
north america,3414.42,4419889.43,water flooding,67.7,5.71,1.19,1.41
middle east,1664.68,2076586.91,natural lift,97.25,2.37,1.98,3.75
north america,2718.44,2225074.52,fracking,1.72,1.82,3.62,3.93
asia,3284.31,3674.2,fracking,59.55,5.07,2.21,1.32
europe,3510.07,1416079.99,water flooding,34.83,0.45,0.02,2.65
europe,1795.56,2339.09,fracking,37.85,3.65,0.33,5.39
africa,3119.7,2708207.87,natural lift,67.69,6.64,1.76,4.79
asia,2402.08,2839.06,fracking,2.13,5.54,3.93,9.73
middle east,4780.89,1099789.91,natural lift,93.12,9.01,3.09,4.72
south america,2712.46,210910.73,steam injection,29.81,2.53,2.2,8.06
africa,1287.88,604.47,fracking,89.74,9.34,4.36,7.21
africa,4670.34,80.66,water flooding,37.23,2.62,1.85,6.43
africa,3002.75,1342249.21,steam injection,43.25,5.98,4.93,8.09
asia,3497.08,2969.03,water flooding,8.88,8.7,2.96,4.19
south america,1019.77,2002430.99,natural lift,28.11,4.11,2.75,0.43
north america,1076.1,1355570.3,natural lift,27.64,2.21,1.34,7.19
middle east,2918.92,3836535.86,natural lift,86.74,9.31,1.22,5.84
north america,3073.01,3605135.52,natural lift,77.42,9.15,4.26,8.39
north america,927.92,4662.3,steam injection,17.63,1.51,2.88,4.01
middle east,2614.95,622437.17,natural lift,17.54,6.44,0.67,9.15
africa,2939.54,3328.67,natural lift,41.7,6.8,0.6,1.6
north america,1197.91,2718804.96,natural lift,92.01,7.73,0.37,2.5
south america,4837.57,2480476.42,water flooding,90.47,0.45,2.17,1.83
asia,2775.6,2266932.98,water flooding,84.35,5.8,1.3,6.57
south america,1591.33,4601.57,steam injection,8.32,3.01,4.64,1.35
north america,1122.23,4005552.39,steam injection,68.7,1.08,3.64,6.71
europe,2222.42,1789718.17,fracking,71.57,2.68,4.68,7.93
north america,1919.64,2462955.59,fracking,77.9,5.78,1.18,9.58
north america,1493.68,1227404.92,water flooding,60.21,9.83,2.62,5.19
africa,2114.4,3205570.54,water flooding,52.46,0.5,2.84,0.05
south america,2368.86,3897.87,water flooding,65.35,7.6,2.59,5.54
asia,1157.97,3124.1,steam injection,41.03,6.85,3.51,9.51
asia,1607.01,1036111.35,fracking,64.26,0.56,1.51,8.0
africa,3345.61,3734.36,fracking,63.51,0.58,4.18,2.8
middle east,4821.82,2414.02,fracking,84.05,0.68,1.61,5.93
africa,3208.55,1325738.38,fracking,39.96,2.45,1.27,4.55
europe,3155.7,4167.76,fracking,58.63,8.28,2.89,6.41
south america,4902.71,2131.95,steam injection,25.95,8.53,2.19,8.52
south america,3705.53,3297.17,steam injection,14.78,5.13,3.21,7.77
asia,2739.45,926.5,steam injection,45.68,5.39,3.7,3.95
africa,3522.18,365.16,water flooding,43.91,4.42,1.49,7.34
south america,1077.31,3478.11,natural lift,76.98,2.79,3.93,8.09
north america,4262.13,1907.07,natural lift,83.96,6.34,1.55,8.45
africa,1752.75,3337.66,fracking,60.99,1.65,2.48,6.21
asia,2035.19,4787.29,natural lift,34.37,9.94,4.34,5.27
africa,4466.3,2180.51,fracking,86.82,4.72,2.92,2.76
middle east,4399.29,429.58,steam injection,74.22,4.29,0.85,1.52
africa,4848.64,2817.86,water flooding,95.21,6.17,2.72,8.36
europe,3962.54,1949.04,water flooding,28.14,5.9,4.13,5.59
europe,4770.01,3934.49,steam injection,4.18,3.85,4.67,1.16
africa,941.55,3992.4,natural lift,33.53,5.86,0.94,7.77
africa,4797.07,2914.18,natural lift,4.01,1.3,2.15,8.92
africa,4653.28,4399816.91,steam injection,56.25,5.39,1.13,9.1
north america,4595.6,286326.66,natural lift,2.92,3.1,3.57,6.62
north america,3113.33,3473421.48,water flooding,69.07,7.0,2.8,9.48
africa,2744.36,3198889.19,natural lift,27.49,2.47,4.62,2.74
north america,3818.62,4175822.88,steam injection,15.48,8.4,2.38,8.54
africa,4482.31,3578.23,natural lift,21.24,7.37,0.24,3.62
europe,2523.03,3125.19,natural lift,92.27,3.71,0.4,2.26
africa,3377.66,1138618.0,steam injection,9.13,2.67,4.34,8.46
asia,4018.57,3600135.85,fracking,59.97,1.2,4.47,4.01
middle east,1824.05,2287305.5,steam injection,69.08,3.64,2.44,8.37
africa,523.59,765428.13,steam injection,5.74,3.92,4.26,0.98
north america,4627.75,2501163.78,water flooding,71.53,0.12,4.17,8.32
north america,4257.36,2483661.87,water flooding,33.42,5.56,3.23,1.27
africa,1578.45,4077.07,water flooding,71.89,7.27,2.02,0.13
asia,1388.08,4730752.21,fracking,68.67,2.03,0.65,6.98
europe,1785.33,2273.76,water flooding,24.66,6.41,4.52,2.91
africa,3787.23,4161.02,natural lift,90.67,8.75,3.43,8.99
africa,2345.4,4676.25,water flooding,5.47,0.87,0.82,9.55
asia,3895.74,3061163.0,natural lift,69.76,8.59,1.37,2.86
europe,3271.29,889.57,steam injection,66.15,8.8,0.23,9.04
north america,3800.63,3525.56,water flooding,31.61,8.83,3.49,4.09
asia,3809.09,4624854.98,water flooding,96.82,1.79,2.15,6.66
africa,3803.89,2491.6,natural lift,87.24,0.54,4.24,2.47
europe,1458.1,514.83,natural lift,68.06,4.41,0.27,9.3
africa,2811.51,4040133.07,steam injection,87.99,5.28,4.73,7.82
asia,3269.27,1251.23,natural lift,48.41,6.24,0.92,6.17
south america,2858.34,2842413.11,water flooding,87.16,3.04,3.2,4.6
north america,759.9,4205949.18,water flooding,74.15,6.75,3.57,0.78
south america,2099.3,4982.19,steam injection,45.69,6.62,2.17,8.14
south america,2152.84,689.04,water flooding,56.61,0.69,0.25,5.41
africa,1870.72,3905.51,water flooding,35.35,9.47,4.3,6.81
middle east,942.59,3720.29,natural lift,64.03,7.26,1.39,2.19
middle east,2420.52,1460193.33,fracking,64.97,4.17,1.51,8.05
europe,540.35,4276.1,steam injection,19.86,3.98,3.19,9.2
asia,821.77,2569374.72,water flooding,37.67,4.83,0.34,2.56
asia,1775.09,4289.1,natural lift,13.98,3.81,1.29,3.84
asia,525.41,594.92,natural lift,3.4,3.14,1.21,9.22
europe,1973.41,2898.96,steam injection,93.82,7.13,4.88,3.75
asia,4683.55,1558904.73,fracking,64.86,9.91,4.62,5.11
asia,2681.55,3681302.61,natural lift,98.63,6.19,0.89,1.68
asia,2619.5,4835.75,fracking,62.82,0.87,1.57,1.25
middle east,4076.96,4408975.39,steam injection,83.57,9.01,3.69,5.14
north america,2307.6,3600.19,natural lift,47.76,5.49,3.82,6.18
africa,4863.72,1068.34,fracking,84.09,7.55,4.92,0.67
africa,3661.61,2586101.33,steam injection,18.68,4.06,0.13,3.66
europe,2592.97,4058733.11,steam injection,73.14,7.66,3.96,3.41
europe,2960.08,4953672.55,water flooding,25.96,2.75,0.95,2.52
north america,4433.7,3225.62,steam injection,9.56,4.85,0.34,1.8
south america,2595.33,4291407.58,water flooding,45.23,0.76,0.3,4.04
south america,3111.2,1284.57,natural lift,56.12,4.17,0.31,7.64
north america,4952.42,3062.5,natural lift,45.08,9.24,0.49,9.97
middle east,4784.73,273.36,water flooding,36.55,2.4,1.36,7.07
north america,4671.24,783.33,natural lift,59.28,5.21,0.29,6.71
north america,1399.95,1863120.16,natural lift,55.29,2.95,4.84,4.69
africa,1869.62,3306.24,steam injection,35.19,2.32,4.7,6.4
north america,2835.56,237.2,water flooding,19.01,5.69,2.17,9.75
north america,3612.0,3987989.79,fracking,30.37,7.85,0.57,3.99
middle east,2298.91,2175.03,water flooding,98.91,4.56,4.96,4.17
north america,2390.66,351670.12,water flooding,47.18,1.19,3.87,6.14
europe,2558.0,4897.94,fracking,56.0,5.35,1.01,4.04
europe,4853.95,4432775.68,natural lift,14.73,3.56,3.64,4.38
africa,1860.7,227733.79,fracking,9.07,2.24,0.06,2.32
south america,892.22,2920.39,natural lift,84.49,1.85,3.53,9.8
middle east,3595.64,930.3,natural lift,49.33,0.6,3.12,0.87
africa,3378.15,4700.5,fracking,81.22,7.25,4.22,0.19
middle east,1318.36,786552.9,natural lift,56.21,3.9,4.85,7.97
asia,4555.89,4853296.27,water flooding,32.9,3.9,2.62,2.73
south america,3586.28,3453.0,fracking,80.7,6.51,0.82,9.75
africa,980.04,403.71,fracking,21.36,9.47,2.67,3.02
south america,1371.34,2112615.19,steam injection,58.56,2.96,1.4,6.59
europe,4524.29,478.55,fracking,81.3,2.59,4.08,3.26
asia,827.75,3138161.58,natural lift,56.07,7.1,1.81,0.66
europe,4230.71,4710.71,steam injection,50.57,4.76,0.1,3.32
